idx,OBS_value,OBS_stdev,OBS_group,Station,Obs_Zone,PEST_name
05370000_spr-2014,4.888,0.241,AET_seas__e-central,5370000,55,aet_55_05370000_spr-2014
05370000_spr-2015,5.581,0.169,AET_seas__e-central,5370000,55,aet_55_05370000_spr-2015
05370000_spr-2016,5.668,0.224,AET_seas__e-central,5370000,55,aet_55_05370000_spr-2016
05370000_spr-2017,4.893,0.221,AET_seas__e-central,5370000,55,aet_55_05370000_spr-2017
05370000_spr-2018,5.529,0.163,AET_seas__e-central,5370000,55,aet_55_05370000_spr-2018
05370000_sum-2000,12.384,0.23,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2000
05370000_sum-2001,14.554,0.604,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2001
05370000_sum-2002,15.148,0.723,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2002
05370000_sum-2003,12.001,0.542,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2003
05370000_sum-2004,12.257,0.481,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2004
05370000_sum-2005,13.713,0.404,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2005
05370000_sum-2006,11.323,0.414,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2006
05370000_sum-2007,12.172,0.431,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2007
05370000_sum-2008,12.792,0.489,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2008
05370000_sum-2009,10.472,0.419,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2009
05370000_sum-2010,15.087,0.608,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2010
05370000_sum-2011,13.83,0.392,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2011
05370000_sum-2012,12.143,0.567,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2012
05370000_sum-2013,10.832,0.515,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2013
05370000_sum-2014,13.99,0.677,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2014
05370000_sum-2015,13.855,0.396,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2015
05370000_sum-2016,14.889,0.523,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2016
05370000_sum-2017,13.819,0.557,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2017
05370000_sum-2018,13.72,0.446,AET_seas__e-central,5370000,55,aet_55_05370000_sum-2018
05370000_wint-2001,0.578,0.025,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2001
05370000_wint-2002,1.203,0.052,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2002
05370000_wint-2003,0.876,0.039,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2003
05370000_wint-2004,0.746,0.033,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2004
05370000_wint-2005,0.798,0.026,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2005
05370000_wint-2006,0.891,0.032,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2006
05370000_wint-2007,0.684,0.022,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2007
05370000_wint-2008,0.713,0.023,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2008
05370000_wint-2009,0.615,0.027,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2009
05370000_wint-2010,0.724,0.029,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2010
05370000_wint-2011,0.562,0.017,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2011
05370000_wint-2012,0.803,0.019,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2012
05370000_wint-2013,0.613,0.026,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2013
05370000_wint-2014,0.459,0.022,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2014
05370000_wint-2015,0.818,0.025,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2015
05370000_wint-2016,0.931,0.032,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2016
05370000_wint-2017,0.846,0.037,AET_seas__e-central,5370000,55,aet_55_05370000_wint-2017
05372995_2000,23.975,0.817,AET_annual__so-east,5372995,56,aet_56_05372995_2000
05372995_2001,24.193,0.811,AET_annual__so-east,5372995,56,aet_56_05372995_2001
05372995_2002,25.475,0.866,AET_annual__so-east,5372995,56,aet_56_05372995_2002
05372995_2003,20.402,0.87,AET_annual__so-east,5372995,56,aet_56_05372995_2003
05372995_2004,24.699,0.927,AET_annual__so-east,5372995,56,aet_56_05372995_2004
05372995_2005,25.436,0.887,AET_annual__so-east,5372995,56,aet_56_05372995_2005
05372995_2006,23.929,0.914,AET_annual__so-east,5372995,56,aet_56_05372995_2006
05372995_2007,23.938,1.306,AET_annual__so-east,5372995,56,aet_56_05372995_2007
05372995_2008,21.967,0.967,AET_annual__so-east,5372995,56,aet_56_05372995_2008
05372995_2009,21.489,0.986,AET_annual__so-east,5372995,56,aet_56_05372995_2009
05372995_2010,25.73,1.238,AET_annual__so-east,5372995,56,aet_56_05372995_2010
05372995_2011,23.469,1.003,AET_annual__so-east,5372995,56,aet_56_05372995_2011
05372995_2012,22.198,1.13,AET_annual__so-east,5372995,56,aet_56_05372995_2012
05372995_2013,22.609,1.051,AET_annual__so-east,5372995,56,aet_56_05372995_2013
05372995_2014,23.429,1.075,AET_annual__so-east,5372995,56,aet_56_05372995_2014
05372995_2015,24.152,0.894,AET_annual__so-east,5372995,56,aet_56_05372995_2015
05372995_2016,27.337,1.143,AET_annual__so-east,5372995,56,aet_56_05372995_2016
05372995_2017,25.011,1.043,AET_annual__so-east,5372995,56,aet_56_05372995_2017
05372995_2018,26.405,1.172,AET_annual__so-east,5372995,56,aet_56_05372995_2018
05372995_fall-2000,3.964,0.207,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2000
05372995_fall-2001,4.531,0.151,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2001
05372995_fall-2002,3.894,0.133,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2002
05372995_fall-2003,3.924,0.159,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2003
05372995_fall-2004,4.449,0.206,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2004
05372995_fall-2005,4.216,0.161,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2005
05372995_fall-2006,3.695,0.167,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2006
05372995_fall-2007,4.018,0.183,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2007
05372995_fall-2008,4.021,0.171,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2008
05372995_fall-2009,3.598,0.209,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2009
05372995_fall-2010,3.324,0.164,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2010
05372995_fall-2011,3.815,0.168,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2011
05372995_fall-2012,3.647,0.195,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2012
05372995_fall-2013,4.053,0.183,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2013
05372995_fall-2014,4.086,0.19,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2014
05372995_fall-2015,4.993,0.208,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2015
05372995_fall-2016,4.267,0.172,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2016
05372995_fall-2017,4.429,0.205,AET_seas__so-east,5372995,56,aet_56_05372995_fall-2017
05372995_spr-2000,5.712,0.206,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2000
05372995_spr-2001,5.08,0.211,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2001
05372995_spr-2002,4.523,0.174,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2002
05372995_spr-2003,4.77,0.192,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2003
05372995_spr-2004,5.625,0.223,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2004
05372995_spr-2005,5.435,0.194,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2005
05372995_spr-2006,5.221,0.238,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2006
05372995_spr-2007,6.464,0.3,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2007
05372995_spr-2008,4.644,0.198,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2008
05372995_spr-2009,5.317,0.221,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2009
05372995_spr-2010,6.538,0.299,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2010
05372995_spr-2011,4.781,0.218,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2011
05372995_spr-2012,5.823,0.236,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2012
05372995_spr-2013,3.545,0.164,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2013
05372995_spr-2014,5.005,0.264,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2014
05372995_spr-2015,5.303,0.22,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2015
05372995_spr-2016,6.077,0.254,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2016
05372995_spr-2017,4.952,0.256,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2017
05372995_spr-2018,5.711,0.253,AET_seas__so-east,5372995,56,aet_56_05372995_spr-2018
05372995_sum-2000,13.011,0.55,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2000
05372995_sum-2001,14.084,0.535,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2001
05372995_sum-2002,14.857,0.524,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2002
05372995_sum-2003,11.403,0.529,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2003
05372995_sum-2004,13.636,0.531,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2004
05372995_sum-2005,14.937,0.577,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2005
05372995_sum-2006,13.505,0.546,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2006
05372995_sum-2007,12.634,0.883,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2007
05372995_sum-2008,12.454,0.605,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2008
05372995_sum-2009,11.722,0.585,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2009
05372995_sum-2010,15.327,0.78,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2010
05372995_sum-2011,13.887,0.573,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2011
05372995_sum-2012,12.265,0.724,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2012
05372995_sum-2013,13.746,0.705,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2013
05372995_sum-2014,13.657,0.672,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2014
05372995_sum-2015,13.473,0.52,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2015
05372995_sum-2016,15.882,0.691,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2016
05372995_sum-2017,14.302,0.73,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2017
05372995_sum-2018,16.033,0.803,AET_seas__so-east,5372995,56,aet_56_05372995_sum-2018
05372995_wint-2001,0.584,0.029,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2001
05372995_wint-2002,1.104,0.057,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2002
05372995_wint-2003,0.884,0.043,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2003
05372995_wint-2004,0.925,0.043,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2004
05372995_wint-2005,0.846,0.03,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2005
05372995_wint-2006,1.054,0.047,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2006
05372995_wint-2007,0.733,0.035,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2007
05372995_wint-2008,0.685,0.037,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2008
05372995_wint-2009,0.654,0.035,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2009
05372995_wint-2010,0.667,0.035,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2010
05372995_wint-2011,0.637,0.032,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2011
05372995_wint-2012,0.815,0.043,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2012
05372995_wint-2013,0.805,0.042,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2013
05372995_wint-2014,0.518,0.026,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2014
05372995_wint-2015,0.787,0.032,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2015
05372995_wint-2016,1.041,0.037,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2016
05372995_wint-2017,0.804,0.031,AET_seas__so-east,5372995,56,aet_56_05372995_wint-2017
05387440_2000,24.242,0.796,AET_annual__so-east,5387440,57,aet_57_05387440_2000
05387440_2001,22.696,0.776,AET_annual__so-east,5387440,57,aet_57_05387440_2001
05387440_2002,23.549,0.663,AET_annual__so-east,5387440,57,aet_57_05387440_2002
05387440_2003,20.255,0.676,AET_annual__so-east,5387440,57,aet_57_05387440_2003
05387440_2004,25.219,0.925,AET_annual__so-east,5387440,57,aet_57_05387440_2004
05387440_2005,26.835,0.887,AET_annual__so-east,5387440,57,aet_57_05387440_2005
05387440_2006,22.241,0.818,AET_annual__so-east,5387440,57,aet_57_05387440_2006
05387440_2007,25.138,0.964,AET_annual__so-east,5387440,57,aet_57_05387440_2007
05387440_2008,23.426,1.049,AET_annual__so-east,5387440,57,aet_57_05387440_2008
05387440_2009,22.222,0.744,AET_annual__so-east,5387440,57,aet_57_05387440_2009
05387440_2010,26.527,0.89,AET_annual__so-east,5387440,57,aet_57_05387440_2010
05387440_2011,22.477,1.042,AET_annual__so-east,5387440,57,aet_57_05387440_2011
05387440_2012,21.701,0.963,AET_annual__so-east,5387440,57,aet_57_05387440_2012
05387440_2013,23.283,1.222,AET_annual__so-east,5387440,57,aet_57_05387440_2013
05387440_2014,23.878,1.018,AET_annual__so-east,5387440,57,aet_57_05387440_2014
05387440_2015,24.57,0.926,AET_annual__so-east,5387440,57,aet_57_05387440_2015
05387440_2016,28.163,1.222,AET_annual__so-east,5387440,57,aet_57_05387440_2016
05387440_2017,23.845,1.323,AET_annual__so-east,5387440,57,aet_57_05387440_2017
05387440_2018,28.204,1.402,AET_annual__so-east,5387440,57,aet_57_05387440_2018
05387440_fall-2000,3.907,0.167,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2000
05387440_fall-2001,4.094,0.097,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2001
05387440_fall-2002,3.647,0.117,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2002
05387440_fall-2003,3.777,0.102,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2003
05387440_fall-2004,4.718,0.31,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2004
05387440_fall-2005,4.015,0.132,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2005
05387440_fall-2006,3.83,0.144,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2006
05387440_fall-2007,4.52,0.167,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2007
05387440_fall-2008,4.34,0.234,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2008
05387440_fall-2009,3.8,0.192,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2009
05387440_fall-2010,3.587,0.138,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2010
05387440_fall-2011,4.036,0.126,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2011
05387440_fall-2012,3.761,0.18,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2012
05387440_fall-2013,4.327,0.221,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2013
05387440_fall-2014,4.074,0.213,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2014
05387440_fall-2015,4.998,0.242,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2015
05387440_fall-2016,4.221,0.187,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2016
05387440_fall-2017,4.286,0.294,AET_seas__so-east,5387440,57,aet_57_05387440_fall-2017
05387440_spr-2000,5.838,0.18,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2000
05387440_spr-2001,5.054,0.214,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2001
05387440_spr-2002,4.363,0.155,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2002
05387440_spr-2003,4.629,0.134,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2003
05387440_spr-2004,5.389,0.202,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2004
05387440_spr-2005,5.664,0.216,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2005
05387440_spr-2006,5.039,0.166,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2006
05387440_spr-2007,6.17,0.224,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2007
05387440_spr-2008,5.074,0.209,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2008
05387440_spr-2009,5.402,0.177,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2009
05387440_spr-2010,6.932,0.249,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2010
05387440_spr-2011,4.615,0.162,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2011
05387440_spr-2012,5.74,0.146,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2012
05387440_spr-2013,3.831,0.285,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2013
05387440_spr-2014,5.206,0.209,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2014
05387440_spr-2015,5.625,0.174,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2015
05387440_spr-2016,6.563,0.354,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2016
05387440_spr-2017,5.169,0.196,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2017
05387440_spr-2018,6.067,0.377,AET_seas__so-east,5387440,57,aet_57_05387440_spr-2018
05387440_sum-2000,13.081,0.464,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2000
05387440_sum-2001,12.935,0.515,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2001
05387440_sum-2002,13.715,0.457,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2002
05387440_sum-2003,11.222,0.522,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2003
05387440_sum-2004,14.165,0.503,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2004
05387440_sum-2005,15.816,0.571,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2005
05387440_sum-2006,12.403,0.519,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2006
05387440_sum-2007,13.59,0.585,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2007
05387440_sum-2008,13.136,0.688,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2008
05387440_sum-2009,12.158,0.486,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2009
05387440_sum-2010,15.309,0.519,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2010
05387440_sum-2011,13.065,0.811,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2011
05387440_sum-2012,11.316,0.647,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2012
05387440_sum-2013,13.943,0.757,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2013
05387440_sum-2014,13.831,0.641,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2014
05387440_sum-2015,13.728,0.62,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2015
05387440_sum-2016,15.932,0.626,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2016
05387440_sum-2017,13.35,0.849,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2017
05387440_sum-2018,16.998,0.797,AET_seas__so-east,5387440,57,aet_57_05387440_sum-2018
05387440_wint-2001,0.598,0.025,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2001
05387440_wint-2002,1.015,0.029,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2002
05387440_wint-2003,0.927,0.039,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2003
05387440_wint-2004,1.039,0.05,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2004
05387440_wint-2005,0.99,0.037,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2005
05387440_wint-2006,1.032,0.036,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2006
05387440_wint-2007,0.743,0.035,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2007
05387440_wint-2008,0.649,0.025,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2008
05387440_wint-2009,0.687,0.021,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2009
05387440_wint-2010,0.727,0.037,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2010
05387440_wint-2011,0.643,0.023,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2011
05387440_wint-2012,0.851,0.042,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2012
05387440_wint-2013,0.882,0.045,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2013
05387440_wint-2014,0.567,0.021,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2014
05387440_wint-2015,0.781,0.025,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2015
05387440_wint-2016,1.094,0.051,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2016
05387440_wint-2017,0.785,0.025,AET_seas__so-east,5387440,57,aet_57_05387440_wint-2017
05399500_2000,22.496,0.872,AET_annual__e-central,5399500,58,aet_58_05399500_2000
05399500_2001,22.545,0.789,AET_annual__e-central,5399500,58,aet_58_05399500_2001
05399500_2002,24.924,0.839,AET_annual__e-central,5399500,58,aet_58_05399500_2002
05399500_2003,19.614,0.831,AET_annual__e-central,5399500,58,aet_58_05399500_2003
05399500_2004,20.562,0.904,AET_annual__e-central,5399500,58,aet_58_05399500_2004
05399500_2005,22.469,0.829,AET_annual__e-central,5399500,58,aet_58_05399500_2005
05399500_2006,21.719,0.762,AET_annual__e-central,5399500,58,aet_58_05399500_2006
05399500_2007,21.783,0.702,AET_annual__e-central,5399500,58,aet_58_05399500_2007
05399500_2008,20.097,0.911,AET_annual__e-central,5399500,58,aet_58_05399500_2008
05399500_2009,18.863,0.938,AET_annual__e-central,5399500,58,aet_58_05399500_2009
05399500_2010,24.088,0.891,AET_annual__e-central,5399500,58,aet_58_05399500_2010
05399500_2011,24.037,0.858,AET_annual__e-central,5399500,58,aet_58_05399500_2011
05399500_2012,20.941,0.803,AET_annual__e-central,5399500,58,aet_58_05399500_2012
05399500_2013,20.826,1.036,AET_annual__e-central,5399500,58,aet_58_05399500_2013
05399500_2014,23.492,1.016,AET_annual__e-central,5399500,58,aet_58_05399500_2014
05399500_2015,23.206,0.914,AET_annual__e-central,5399500,58,aet_58_05399500_2015
05399500_2016,25.216,0.631,AET_annual__e-central,5399500,58,aet_58_05399500_2016
05399500_2017,23.021,0.981,AET_annual__e-central,5399500,58,aet_58_05399500_2017
05399500_2018,23.128,1.113,AET_annual__e-central,5399500,58,aet_58_05399500_2018
05399500_fall-2000,3.356,0.12,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2000
05399500_fall-2001,3.849,0.155,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2001
05399500_fall-2002,3.335,0.123,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2002
05399500_fall-2003,3.967,0.164,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2003
05399500_fall-2004,4.161,0.177,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2004
05399500_fall-2005,4.049,0.137,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2005
05399500_fall-2006,3.343,0.115,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2006
05399500_fall-2007,3.746,0.131,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2007
05399500_fall-2008,3.737,0.174,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2008
05399500_fall-2009,3.024,0.145,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2009
05399500_fall-2010,3.16,0.126,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2010
05399500_fall-2011,3.786,0.121,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2011
05399500_fall-2012,3.226,0.115,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2012
05399500_fall-2013,3.966,0.183,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2013
05399500_fall-2014,3.283,0.191,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2014
05399500_fall-2015,4.378,0.151,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2015
05399500_fall-2016,4.415,0.165,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2016
05399500_fall-2017,3.981,0.187,AET_seas__e-central,5399500,58,aet_58_05399500_fall-2017
05399500_spr-2000,5.885,0.224,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2000
05399500_spr-2001,5.104,0.172,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2001
05399500_spr-2002,4.572,0.207,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2002
05399500_spr-2003,4.312,0.158,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2003
05399500_spr-2004,4.509,0.202,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2004
05399500_spr-2005,4.986,0.164,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2005
05399500_spr-2006,5.276,0.22,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2006
05399500_spr-2007,5.506,0.188,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2007
05399500_spr-2008,4.271,0.181,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2008
05399500_spr-2009,4.779,0.221,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2009
05399500_spr-2010,6.114,0.305,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2010
05399500_spr-2011,4.606,0.177,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2011
05399500_spr-2012,5.611,0.196,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2012
05399500_spr-2013,4.09,0.21,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2013
05399500_spr-2014,4.97,0.23,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2014
05399500_spr-2015,5.39,0.203,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2015
05399500_spr-2016,5.339,0.138,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2016
05399500_spr-2017,4.661,0.192,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2017
05399500_spr-2018,5.212,0.322,AET_seas__e-central,5399500,58,aet_58_05399500_spr-2018
05399500_sum-2000,11.939,0.514,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2000
05399500_sum-2001,13.178,0.482,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2001
05399500_sum-2002,15.016,0.514,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2002
05399500_sum-2003,11.094,0.553,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2003
05399500_sum-2004,10.801,0.482,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2004
05399500_sum-2005,12.945,0.559,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2005
05399500_sum-2006,11.827,0.461,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2006
05399500_sum-2007,11.805,0.378,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2007
05399500_sum-2008,11.649,0.549,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2008
05399500_sum-2009,10.114,0.557,AET_seas__e-central,5399500,58,aet_58_05399500_sum-2009
