idx,OBS_value,OBS_stdev,OBS_group,Station,Obs_Zone,PEST_name
04015438_2000,18.966,1.451,AET_annual__no-east,4015438,0,aet_0_04015438_2000
04015438_2001,20.396,1.681,AET_annual__no-east,4015438,0,aet_0_04015438_2001
04015438_2002,20.316,1.559,AET_annual__no-east,4015438,0,aet_0_04015438_2002
04015438_2003,18.629,1.516,AET_annual__no-east,4015438,0,aet_0_04015438_2003
04015438_2004,17.483,1.761,AET_annual__no-east,4015438,0,aet_0_04015438_2004
04015438_2005,17.602,1.56,AET_annual__no-east,4015438,0,aet_0_04015438_2005
04015438_2006,19.743,1.444,AET_annual__no-east,4015438,0,aet_0_04015438_2006
04015438_2007,17.721,1.522,AET_annual__no-east,4015438,0,aet_0_04015438_2007
04015438_2008,18.242,1.747,AET_annual__no-east,4015438,0,aet_0_04015438_2008
04015438_2009,17.742,1.621,AET_annual__no-east,4015438,0,aet_0_04015438_2009
04015438_2010,17.797,1.442,AET_annual__no-east,4015438,0,aet_0_04015438_2010
04015438_2011,17.892,1.407,AET_annual__no-east,4015438,0,aet_0_04015438_2011
04015438_2012,19.753,1.341,AET_annual__no-east,4015438,0,aet_0_04015438_2012
04015438_2013,18.673,1.702,AET_annual__no-east,4015438,0,aet_0_04015438_2013
04015438_2014,17.747,1.694,AET_annual__no-east,4015438,0,aet_0_04015438_2014
04015438_2015,19.051,1.572,AET_annual__no-east,4015438,0,aet_0_04015438_2015
04015438_2016,19.905,1.596,AET_annual__no-east,4015438,0,aet_0_04015438_2016
04015438_2017,20.2,1.636,AET_annual__no-east,4015438,0,aet_0_04015438_2017
04015438_2018,18.387,1.531,AET_annual__no-east,4015438,0,aet_0_04015438_2018
04015438_fall-2000,2.975,0.231,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2000
04015438_fall-2001,3.054,0.242,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2001
04015438_fall-2002,3.098,0.233,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2002
04015438_fall-2003,2.867,0.256,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2003
04015438_fall-2004,3.268,0.314,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2004
04015438_fall-2005,3.202,0.268,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2005
04015438_fall-2006,2.924,0.224,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2006
04015438_fall-2007,2.575,0.233,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2007
04015438_fall-2008,2.774,0.273,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2008
04015438_fall-2009,2.925,0.272,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2009
04015438_fall-2010,2.38,0.192,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2010
04015438_fall-2011,3.295,0.245,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2011
04015438_fall-2012,2.627,0.213,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2012
04015438_fall-2013,3.296,0.292,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2013
04015438_fall-2014,3.201,0.298,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2014
04015438_fall-2015,3.166,0.248,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2015
04015438_fall-2016,3.427,0.298,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2016
04015438_fall-2017,2.889,0.232,AET_seas__no-east,4015438,0,aet_0_04015438_fall-2017
04015438_spr-2000,4.7,0.36,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2000
04015438_spr-2001,4.134,0.343,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2001
04015438_spr-2002,3.549,0.288,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2002
04015438_spr-2003,4.26,0.351,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2003
04015438_spr-2004,3.889,0.39,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2004
04015438_spr-2005,3.756,0.334,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2005
04015438_spr-2006,4.523,0.35,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2006
04015438_spr-2007,4.506,0.383,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2007
04015438_spr-2008,3.813,0.382,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2008
04015438_spr-2009,4.052,0.368,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2009
04015438_spr-2010,4.337,0.369,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2010
04015438_spr-2011,3.959,0.313,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2011
04015438_spr-2012,4.244,0.29,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2012
04015438_spr-2013,3.579,0.32,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2013
04015438_spr-2014,3.68,0.351,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2014
04015438_spr-2015,4.507,0.381,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2015
04015438_spr-2016,4.018,0.316,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2016
04015438_spr-2017,4.387,0.359,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2017
04015438_spr-2018,3.883,0.322,AET_seas__no-east,4015438,0,aet_0_04015438_spr-2018
04015438_sum-2000,10.454,0.801,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2000
04015438_sum-2001,12.559,1.035,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2001
04015438_sum-2002,12.555,0.957,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2002
04015438_sum-2003,11.157,0.906,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2003
04015438_sum-2004,9.644,0.984,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2004
04015438_sum-2005,10.066,0.891,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2005
04015438_sum-2006,11.608,0.904,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2006
04015438_sum-2007,10.192,0.884,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2007
04015438_sum-2008,10.837,1.057,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2008
04015438_sum-2009,10.222,0.926,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2009
04015438_sum-2010,10.643,0.869,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2010
04015438_sum-2011,10.549,0.83,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2011
04015438_sum-2012,11.558,0.791,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2012
04015438_sum-2013,11.238,1.072,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2013
04015438_sum-2014,10.637,1.021,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2014
04015438_sum-2015,10.917,0.904,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2015
04015438_sum-2016,12.142,0.963,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2016
04015438_sum-2017,11.65,0.941,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2017
04015438_sum-2018,11.397,0.965,AET_seas__no-east,4015438,0,aet_0_04015438_sum-2018
04015438_wint-2001,0.418,0.035,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2001
04015438_wint-2002,0.85,0.068,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2002
04015438_wint-2003,0.608,0.052,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2003
04015438_wint-2004,0.554,0.056,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2004
04015438_wint-2005,0.424,0.048,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2005
04015438_wint-2006,0.554,0.049,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2006
04015438_wint-2007,0.496,0.043,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2007
04015438_wint-2008,0.587,0.058,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2008
04015438_wint-2009,0.359,0.035,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2009
04015438_wint-2010,0.486,0.041,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2010
04015438_wint-2011,0.465,0.038,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2011
04015438_wint-2012,0.716,0.049,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2012
04015438_wint-2013,0.508,0.045,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2013
04015438_wint-2014,0.272,0.026,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2014
04015438_wint-2015,0.454,0.041,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2015
04015438_wint-2016,0.528,0.043,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2016
04015438_wint-2017,0.571,0.048,AET_seas__no-east,4015438,0,aet_0_04015438_wint-2017
05061000_2000,20.589,0.983,AET_annual__no-west,5061000,10,aet_10_05061000_2000
05061000_2001,20.898,0.711,AET_annual__no-west,5061000,10,aet_10_05061000_2001
05061000_2002,23.133,1.583,AET_annual__no-west,5061000,10,aet_10_05061000_2002
05061000_2003,16.95,0.783,AET_annual__no-west,5061000,10,aet_10_05061000_2003
05061000_2004,19.272,1.098,AET_annual__no-west,5061000,10,aet_10_05061000_2004
05061000_2005,22.068,0.759,AET_annual__no-west,5061000,10,aet_10_05061000_2005
05061000_2006,21.528,0.918,AET_annual__no-west,5061000,10,aet_10_05061000_2006
05061000_2007,21.092,0.816,AET_annual__no-west,5061000,10,aet_10_05061000_2007
05061000_2008,20.932,0.909,AET_annual__no-west,5061000,10,aet_10_05061000_2008
05061000_2009,20.114,0.959,AET_annual__no-west,5061000,10,aet_10_05061000_2009
05061000_2010,23.608,0.82,AET_annual__no-west,5061000,10,aet_10_05061000_2010
05061000_2011,20.807,1.034,AET_annual__no-west,5061000,10,aet_10_05061000_2011
05061000_2012,17.883,1.08,AET_annual__no-west,5061000,10,aet_10_05061000_2012
05061000_2013,19.997,1.117,AET_annual__no-west,5061000,10,aet_10_05061000_2013
05061000_2014,20.607,0.93,AET_annual__no-west,5061000,10,aet_10_05061000_2014
05061000_2015,18.631,1.022,AET_annual__no-west,5061000,10,aet_10_05061000_2015
05061000_2016,23.547,0.897,AET_annual__no-west,5061000,10,aet_10_05061000_2016
05061000_2017,20.43,0.925,AET_annual__no-west,5061000,10,aet_10_05061000_2017
05061000_2018,20.598,0.747,AET_annual__no-west,5061000,10,aet_10_05061000_2018
05061000_fall-2000,3.393,0.154,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2000
05061000_fall-2001,3.618,0.136,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2001
05061000_fall-2002,3.445,0.185,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2002
05061000_fall-2003,3.494,0.16,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2003
05061000_fall-2004,3.217,0.169,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2004
05061000_fall-2005,3.862,0.136,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2005
05061000_fall-2006,3.098,0.155,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2006
05061000_fall-2007,3.756,0.159,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2007
05061000_fall-2008,3.291,0.144,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2008
05061000_fall-2009,3.874,0.195,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2009
05061000_fall-2010,3.031,0.142,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2010
05061000_fall-2011,3.019,0.142,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2011
05061000_fall-2012,2.474,0.133,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2012
05061000_fall-2013,3.657,0.177,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2013
05061000_fall-2014,3.322,0.196,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2014
05061000_fall-2015,3.671,0.184,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2015
05061000_fall-2016,4.057,0.177,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2016
05061000_fall-2017,3.383,0.145,AET_seas__no-west,5061000,10,aet_10_05061000_fall-2017
05061000_spr-2000,5.125,0.219,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2000
05061000_spr-2001,4.696,0.16,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2001
05061000_spr-2002,4.176,0.236,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2002
05061000_spr-2003,4.315,0.219,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2003
05061000_spr-2004,4.019,0.247,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2004
05061000_spr-2005,4.795,0.169,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2005
05061000_spr-2006,5.346,0.188,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2006
05061000_spr-2007,4.845,0.214,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2007
05061000_spr-2008,4.278,0.185,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2008
05061000_spr-2009,4.391,0.219,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2009
05061000_spr-2010,6.012,0.218,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2010
05061000_spr-2011,4.367,0.225,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2011
05061000_spr-2012,4.646,0.229,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2012
05061000_spr-2013,4.094,0.284,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2013
05061000_spr-2014,4.478,0.208,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2014
05061000_spr-2015,3.757,0.165,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2015
05061000_spr-2016,5.5,0.295,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2016
05061000_spr-2017,4.305,0.16,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2017
05061000_spr-2018,3.826,0.154,AET_seas__no-west,5061000,10,aet_10_05061000_spr-2018
05061000_sum-2000,11.303,0.538,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2000
05061000_sum-2001,12.107,0.423,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2001
05061000_sum-2002,14.143,1.046,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2002
05061000_sum-2003,9.218,0.436,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2003
05061000_sum-2004,10.809,0.695,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2004
05061000_sum-2005,12.846,0.509,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2005
05061000_sum-2006,12.159,0.622,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2006
05061000_sum-2007,12.01,0.461,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2007
05061000_sum-2008,12.456,0.566,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2008
05061000_sum-2009,11.494,0.549,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2009
05061000_sum-2010,14.018,0.51,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2010
05061000_sum-2011,12.681,0.661,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2011
05061000_sum-2012,10.076,0.752,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2012
05061000_sum-2013,11.457,0.637,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2013
05061000_sum-2014,12.196,0.586,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2014
05061000_sum-2015,11.02,0.656,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2015
05061000_sum-2016,13.061,0.492,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2016
05061000_sum-2017,11.802,0.658,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2017
05061000_sum-2018,12.793,0.501,AET_seas__no-west,5061000,10,aet_10_05061000_sum-2018
05061000_wint-2001,0.469,0.02,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2001
05061000_wint-2002,0.789,0.058,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2002
05061000_wint-2003,0.582,0.027,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2003
05061000_wint-2004,0.699,0.038,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2004
05061000_wint-2005,0.649,0.021,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2005
05061000_wint-2006,0.693,0.03,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2006
05061000_wint-2007,0.544,0.032,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2007
05061000_wint-2008,0.488,0.036,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2008
05061000_wint-2009,0.388,0.018,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2009
05061000_wint-2010,0.54,0.032,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2010
05061000_wint-2011,0.497,0.023,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2011
05061000_wint-2012,0.726,0.048,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2012
05061000_wint-2013,0.549,0.035,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2013
05061000_wint-2014,0.417,0.023,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2014
05061000_wint-2015,0.631,0.033,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2015
05061000_wint-2016,0.792,0.043,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2016
05061000_wint-2017,0.603,0.031,AET_seas__no-west,5061000,10,aet_10_05061000_wint-2017
04015330_2000,19.195,1.095,AET_annual__no-east,4015330,11,aet_11_04015330_2000
04015330_2001,21.311,1.635,AET_annual__no-east,4015330,11,aet_11_04015330_2001
04015330_2002,21.756,1.559,AET_annual__no-east,4015330,11,aet_11_04015330_2002
04015330_2003,19.615,1.57,AET_annual__no-east,4015330,11,aet_11_04015330_2003
04015330_2004,19.151,1.752,AET_annual__no-east,4015330,11,aet_11_04015330_2004
04015330_2005,18.415,1.809,AET_annual__no-east,4015330,11,aet_11_04015330_2005
04015330_2006,20.804,1.466,AET_annual__no-east,4015330,11,aet_11_04015330_2006
04015330_2007,19.614,1.883,AET_annual__no-east,4015330,11,aet_11_04015330_2007
04015330_2008,20.773,1.969,AET_annual__no-east,4015330,11,aet_11_04015330_2008
04015330_2009,18.005,1.858,AET_annual__no-east,4015330,11,aet_11_04015330_2009
04015330_2010,20.989,1.626,AET_annual__no-east,4015330,11,aet_11_04015330_2010
04015330_2011,20.527,1.719,AET_annual__no-east,4015330,11,aet_11_04015330_2011
04015330_2012,20.743,1.739,AET_annual__no-east,4015330,11,aet_11_04015330_2012
04015330_2013,20.567,1.941,AET_annual__no-east,4015330,11,aet_11_04015330_2013
04015330_2014,19.544,2.006,AET_annual__no-east,4015330,11,aet_11_04015330_2014
04015330_2015,21.449,1.437,AET_annual__no-east,4015330,11,aet_11_04015330_2015
04015330_2016,23.433,1.371,AET_annual__no-east,4015330,11,aet_11_04015330_2016
04015330_2017,22.755,1.635,AET_annual__no-east,4015330,11,aet_11_04015330_2017
04015330_2018,21.505,1.608,AET_annual__no-east,4015330,11,aet_11_04015330_2018
04015330_fall-2000,3.481,0.23,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2000
04015330_fall-2001,3.546,0.261,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2001
04015330_fall-2002,3.215,0.26,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2002
04015330_fall-2003,3.515,0.273,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2003
04015330_fall-2004,3.596,0.337,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2004
04015330_fall-2005,3.305,0.296,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2005
04015330_fall-2006,3.146,0.246,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2006
04015330_fall-2007,3.007,0.28,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2007
04015330_fall-2008,3.09,0.297,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2008
04015330_fall-2009,2.88,0.272,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2009
04015330_fall-2010,2.893,0.241,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2010
04015330_fall-2011,3.802,0.337,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2011
04015330_fall-2012,2.874,0.247,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2012
04015330_fall-2013,3.499,0.325,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2013
04015330_fall-2014,3.741,0.332,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2014
04015330_fall-2015,3.687,0.234,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2015
04015330_fall-2016,4.365,0.28,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2016
04015330_fall-2017,3.752,0.293,AET_seas__no-east,4015330,11,aet_11_04015330_fall-2017
04015330_spr-2000,4.619,0.282,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2000
04015330_spr-2001,4.483,0.34,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2001
04015330_spr-2002,3.835,0.275,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2002
04015330_spr-2003,4.077,0.324,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2003
04015330_spr-2004,4.018,0.377,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2004
04015330_spr-2005,4.438,0.432,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2005
04015330_spr-2006,4.87,0.346,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2006
04015330_spr-2007,4.57,0.431,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2007
04015330_spr-2008,4.201,0.395,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2008
04015330_spr-2009,3.897,0.425,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2009
04015330_spr-2010,5.165,0.409,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2010
04015330_spr-2011,4.336,0.359,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2011
04015330_spr-2012,4.61,0.404,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2012
04015330_spr-2013,3.569,0.347,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2013
04015330_spr-2014,3.839,0.394,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2014
04015330_spr-2015,4.859,0.35,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2015
04015330_spr-2016,4.697,0.319,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2016
04015330_spr-2017,4.571,0.334,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2017
04015330_spr-2018,4.743,0.366,AET_seas__no-east,4015330,11,aet_11_04015330_spr-2018
04015330_sum-2000,10.423,0.607,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2000
04015330_sum-2001,12.448,0.99,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2001
04015330_sum-2002,13.265,0.974,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2002
04015330_sum-2003,11.63,1.015,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2003
04015330_sum-2004,10.761,0.997,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2004
04015330_sum-2005,9.825,1.027,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2005
04015330_sum-2006,12.075,0.889,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2006
04015330_sum-2007,11.468,1.207,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2007
04015330_sum-2008,12.496,1.211,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2008
04015330_sum-2009,10.612,1.099,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2009
04015330_sum-2010,12.241,0.974,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2010
04015330_sum-2011,12.309,1.031,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2011
04015330_sum-2012,11.751,1.012,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2012
04015330_sum-2013,12.729,1.221,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2013
04015330_sum-2014,11.656,1.198,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2014
04015330_sum-2015,12.373,0.86,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2015
04015330_sum-2016,13.781,0.827,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2016
04015330_sum-2017,13.171,0.974,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2017
04015330_sum-2018,12.814,0.962,AET_seas__no-east,4015330,11,aet_11_04015330_sum-2018
04015330_wint-2001,0.517,0.05,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2001
04015330_wint-2002,0.987,0.084,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2002
04015330_wint-2003,0.695,0.05,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2003
04015330_wint-2004,0.667,0.079,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2004
04015330_wint-2005,0.564,0.061,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2005
04015330_wint-2006,0.7,0.06,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2006
04015330_wint-2007,0.589,0.063,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2007
04015330_wint-2008,0.727,0.072,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2008
04015330_wint-2009,0.455,0.049,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2009
04015330_wint-2010,0.606,0.065,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2010
04015330_wint-2011,0.613,0.061,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2011
04015330_wint-2012,0.878,0.096,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2012
04015330_wint-2013,0.577,0.056,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2013
04015330_wint-2014,0.359,0.041,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2014
04015330_wint-2015,0.606,0.056,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2015
04015330_wint-2016,0.699,0.05,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2016
04015330_wint-2017,0.66,0.055,AET_seas__no-east,4015330,11,aet_11_04015330_wint-2017
05078230_2000,17.835,0.824,AET_annual__no-west,5078230,12,aet_12_05078230_2000
05078230_2001,20.228,0.726,AET_annual__no-west,5078230,12,aet_12_05078230_2001
05078230_2002,20.844,0.72,AET_annual__no-west,5078230,12,aet_12_05078230_2002
05078230_2003,17.664,0.833,AET_annual__no-west,5078230,12,aet_12_05078230_2003
05078230_2004,18.049,0.917,AET_annual__no-west,5078230,12,aet_12_05078230_2004
05078230_2005,19.318,0.809,AET_annual__no-west,5078230,12,aet_12_05078230_2005
05078230_2006,16.251,0.776,AET_annual__no-west,5078230,12,aet_12_05078230_2006
05078230_2007,20.59,1.015,AET_annual__no-west,5078230,12,aet_12_05078230_2007
05078230_2008,18.73,0.865,AET_annual__no-west,5078230,12,aet_12_05078230_2008
05078230_2009,18.4,1.002,AET_annual__no-west,5078230,12,aet_12_05078230_2009
05078230_2010,22.23,0.999,AET_annual__no-west,5078230,12,aet_12_05078230_2010
05078230_2011,20.574,0.943,AET_annual__no-west,5078230,12,aet_12_05078230_2011
05078230_2012,15.246,0.85,AET_annual__no-west,5078230,12,aet_12_05078230_2012
05078230_2013,17.393,1.048,AET_annual__no-west,5078230,12,aet_12_05078230_2013
05078230_2014,19.038,0.92,AET_annual__no-west,5078230,12,aet_12_05078230_2014
05078230_2015,17.994,0.872,AET_annual__no-west,5078230,12,aet_12_05078230_2015
05078230_2016,22.183,0.751,AET_annual__no-west,5078230,12,aet_12_05078230_2016
05078230_2017,18.334,0.968,AET_annual__no-west,5078230,12,aet_12_05078230_2017
